#	"Date Time, GMT-05:00"	"DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)"	"Temp, °F (LGR S/N: 20645540, SEN S/N: 20645540)"	Coupler Detached (LGR S/N: 20645540)	Coupler Attached (LGR S/N: 20645540)			
1	7/9/2019 12:46	6.83	50.9			Host Connected (LGR S/N: 20645540)	Stopped (LGR S/N: 20645540)	End Of File (LGR S/N: 20645540)
2	7/9/2019 12:47			Logged				
3	7/9/2019 13:01	6.87	48.63					
4	7/9/2019 13:16	7.28	45.46					
5	7/9/2019 13:31	7.54	43.95					
6	7/9/2019 13:46	7.03	44.38					
7	7/9/2019 14:01	7.04	44.46					
8	7/9/2019 14:16	7.04	44.46					
9	7/9/2019 14:31	7.04	44.46					
10	7/9/2019 14:46	7.03	44.38					
11	7/9/2019 15:01	7.03	44.31					
12	7/9/2019 15:16	7.03	44.13					
13	7/9/2019 15:31	7.03	43.99					
14	7/9/2019 15:46	7.04	44.02					
15	7/9/2019 16:01	7.05	44.02					
16	7/9/2019 16:16	7.05	43.77					
17	7/9/2019 16:31	7.04	43.56					
18	7/9/2019 16:46	7.03	43.27					
19	7/9/2019 17:01	7.02	43.16					
20	7/9/2019 17:16	7.01	43.2					
21	7/9/2019 17:31	6.95	43.09					
22	7/9/2019 17:46	6.89	42.91					
23	7/9/2019 18:01	6.81	42.73					
24	7/9/2019 18:16	6.73	42.51					
25	7/9/2019 18:31	6.66	42.33					
26	7/9/2019 18:46	6.59	42.12					
27	7/9/2019 19:01	6.51	41.97					
28	7/9/2019 19:16	6.44	41.79					
29	7/9/2019 19:31	6.37	41.65					
30	7/9/2019 19:46	6.32	41.54					
31	7/9/2019 20:01	6.26	41.4					
32	7/9/2019 20:16	6.21	41.25					
33	7/9/2019 20:31	6.16	41.14					
34	7/9/2019 20:46	6.12	41					
35	7/9/2019 21:01	6.08	40.89					
36	7/9/2019 21:16	6.03	40.78					
37	7/9/2019 21:31	5.98	40.68					
38	7/9/2019 21:46	5.95	40.57					
39	7/9/2019 22:01	5.92	40.46					
40	7/9/2019 22:16	5.88	40.39					
41	7/9/2019 22:31	5.85	40.32					
42	7/9/2019 22:46	5.82	40.21					
43	7/9/2019 23:01	5.78	40.06					
44	7/9/2019 23:16	5.75	39.99					
45	7/9/2019 23:31	5.73	39.92					
46	7/9/2019 23:46	5.71	39.81					
47	7/10/2019 0:01	5.68	39.78					
48	7/10/2019 0:16	5.66	39.7					
49	7/10/2019 0:31	5.64	39.63					
50	7/10/2019 0:46	5.62	39.52					
51	7/10/2019 1:01	5.61	39.42					
52	7/10/2019 1:16	5.58	39.42					
53	7/10/2019 1:31	5.56	39.38					
54	7/10/2019 1:46	5.54	39.34					
55	7/10/2019 2:01	5.52	39.31					
56	7/10/2019 2:16	5.51	39.27					
57	7/10/2019 2:31	5.49	39.24					
58	7/10/2019 2:46	5.47	39.2					
59	7/10/2019 3:01	5.47	39.16					
60	7/10/2019 3:16	5.45	39.13					
61	7/10/2019 3:31	5.45	39.02					
62	7/10/2019 3:46	5.44	38.98					
63	7/10/2019 4:01	5.43	38.91					
64	7/10/2019 4:16	5.44	38.88					
65	7/10/2019 4:31	5.44	38.8					
66	7/10/2019 4:46	5.45	38.7					
67	7/10/2019 5:01	5.45	38.62					
68	7/10/2019 5:16	5.45	38.52					
69	7/10/2019 5:31	5.46	38.41					
70	7/10/2019 5:46	5.46	38.3					
71	7/10/2019 6:01	5.46	38.16					
72	7/10/2019 6:16	5.48	38.05					
73	7/10/2019 6:31	5.51	37.9					
74	7/10/2019 6:46	5.56	37.76					
75	7/10/2019 7:01	5.67	37.65					
76	7/10/2019 7:16	5.78	37.54					
77	7/10/2019 7:31	5.9	37.47					
78	7/10/2019 7:46	6.02	37.47					
79	7/10/2019 8:01	6.14	37.72					
80	7/10/2019 8:16	6.26	38.16					
81	7/10/2019 8:31	6.36	38.66					
82	7/10/2019 8:46	6.43	39.24					
83	7/10/2019 9:01	6.48	39.96					
84	7/10/2019 9:16	6.53	40.53					
85	7/10/2019 9:31	6.6	41.11					
86	7/10/2019 9:46	6.62	41.65					
87	7/10/2019 10:01	6.66	41.86					
88	7/10/2019 10:16	6.72	42.3					
89	7/10/2019 10:31	6.73	42.8					
90	7/10/2019 10:46	6.75	43.09					
91	7/10/2019 11:01	6.83	43.7					
92	7/10/2019 11:16	6.84	44.96					
93	7/10/2019 11:24				Logged			
94	7/10/2019 11:24							
95	7/10/2019 11:24					Logged		
							Logged	Logged
