#	"Date Time, GMT-05:00"	"DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)"	"Temp, °C (LGR S/N: 20645540, SEN S/N: 20645540)"	Coupler Attached (LGR S/N: 20645540)				
1	7/12/2019 17:00	5.43	12.84		Host Connected (LGR S/N: 20645540)	Coupler Detached (LGR S/N: 20645540)	Stopped (LGR S/N: 20645540)	End Of File (LGR S/N: 20645540)
2	7/12/2019 17:15	5.41	12.64					
3	7/12/2019 17:30	5.37	12.48					
4	7/12/2019 17:45	5.23	12.22					
5	7/12/2019 18:00	5.11	11.96					
6	7/12/2019 18:15	5	11.72					
7	7/12/2019 18:30	4.88	11.48					
8	7/12/2019 18:45	4.76	11.24					
9	7/12/2019 19:00	4.65	11.06					
10	7/12/2019 19:15	4.55	10.86					
11	7/12/2019 19:30	4.47	10.68					
12	7/12/2019 19:45	4.37	10.52					
13	7/12/2019 20:00	4.3	10.38					
14	7/12/2019 20:15	4.24	10.24					
15	7/12/2019 20:30	4.17	10.12					
16	7/12/2019 20:45	4.12	10					
17	7/12/2019 21:00	4.07	9.9					
18	7/12/2019 21:15	4.02	9.78					
19	7/12/2019 21:30	3.98	9.66					
20	7/12/2019 21:45	3.94	9.54					
21	7/12/2019 22:00	3.91	9.46					
22	7/12/2019 22:15	3.87	9.38					
23	7/12/2019 22:30	3.84	9.28					
24	7/12/2019 22:45	3.79	9.2					
25	7/12/2019 23:00	3.77	9.14					
26	7/12/2019 23:15	3.75	9.08					
27	7/12/2019 23:30	3.74	9.02					
28	7/12/2019 23:45	3.73	8.96					
29	7/13/2019 0:00	3.72	8.9					
30	7/13/2019 0:15	3.72	8.86					
31	7/13/2019 0:30	3.71	8.78					
32	7/13/2019 0:45	3.72	8.74					
33	7/13/2019 1:00	3.7	8.68					
34	7/13/2019 1:15	3.7	8.64					
35	7/13/2019 1:30	3.69	8.58					
36	7/13/2019 1:45	3.68	8.52					
37	7/13/2019 2:00	3.67	8.46					
38	7/13/2019 2:15	3.65	8.42					
39	7/13/2019 2:30	3.63	8.38					
40	7/13/2019 2:45	3.63	8.32					
41	7/13/2019 3:00	3.62	8.26					
42	7/13/2019 3:15	3.67	8.16					
43	7/13/2019 3:30	3.67	8.08					
44	7/13/2019 3:45	3.67	8.02					
45	7/13/2019 4:00	3.67	7.96					
46	7/13/2019 4:15	3.67	7.9					
47	7/13/2019 4:30	3.66	7.86					
48	7/13/2019 4:45	3.66	7.8					
49	7/13/2019 5:00	3.67	7.76					
50	7/13/2019 5:15	3.68	7.68					
51	7/13/2019 5:30	3.7	7.58					
52	7/13/2019 5:45	3.74	7.48					
53	7/13/2019 6:00	3.78	7.38					
54	7/13/2019 6:15	3.77	7.36					
55	7/13/2019 6:30	3.78	7.36					
56	7/13/2019 6:45	3.78	7.34					
57	7/13/2019 7:00	3.82	7.3					
58	7/13/2019 7:15	3.9	7.28					
59	7/13/2019 7:30	4.02	7.26					
60	7/13/2019 7:45	4.14	7.26					
61	7/13/2019 8:00	4.28	7.3					
62	7/13/2019 8:15	4.44	7.34					
63	7/13/2019 8:30	4.57	7.38					
64	7/13/2019 8:45	4.7	7.44					
65	7/13/2019 9:00	4.84	7.54					
66	7/13/2019 9:15	4.96	7.66					
67	7/13/2019 9:30	5.07	7.74					
68	7/13/2019 9:45	5.2	7.9					
69	7/13/2019 10:00	5.33	8.06					
70	7/13/2019 10:15	5.43	8.16					
71	7/13/2019 10:30	5.51	8.24					
72	7/13/2019 10:45	5.59	8.34					
73	7/13/2019 11:00	5.7	8.56					
74	7/13/2019 11:15	5.78	8.94					
75	7/13/2019 11:30	5.84	9.1					
76	7/13/2019 11:45	5.89	9.16					
77	7/13/2019 12:00	5.97	9.36					
78	7/13/2019 12:15	6.03	9.64					
79	7/13/2019 12:30	6.08	9.82					
80	7/13/2019 12:45	6.12	10.06					
81	7/13/2019 13:00	6.13	10.18					
82	7/13/2019 13:15	6.18	10.34					
83	7/13/2019 13:30	6.21	10.48					
84	7/13/2019 13:45	6.25	10.6					
85	7/13/2019 14:00	6.25	10.9					
86	7/13/2019 14:15	6.27	11.12					
87	7/13/2019 14:30	6.27	11.18					
88	7/13/2019 14:45	6.26	11.1					
89	7/13/2019 15:00	6.28	11.2					
90	7/13/2019 15:15	6.3	11.54					
91	7/13/2019 15:30	6.3	11.72					
92	7/13/2019 15:45	6.3	11.96					
93	7/13/2019 16:00	6.27	12.04					
94	7/13/2019 16:15	6.23	12					
95	7/13/2019 16:30	6.16	11.94					
96	7/13/2019 16:45	6.11	11.74					
97	7/13/2019 17:00	6.03	11.52					
98	7/13/2019 17:15	5.97	11.32					
99	7/13/2019 17:30	5.9	11.12					
100	7/13/2019 17:45	5.81	10.92					
101	7/13/2019 18:00	5.68	10.66					
102	7/13/2019 18:15	5.56	10.42					
103	7/13/2019 18:30	5.46	10.2					
104	7/13/2019 18:45	5.34	10					
