"","DATE","PosixCT","X12CO2","Delta_Raw_iCO2","Delta_30s_iCO2","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s","Sample"
"59258","2019-07-19",2019-07-19 14:53:16,538.744473,-18.044173781,-15.81567887,3.006034008,3.0479021707,-54.836720821,-59.09022045,-62.450782157,-54.836720821,-50.73645278,"syn1"
"59259","2019-07-19",2019-07-19 14:53:18,538.744473,-18.044173781,-15.81567887,3.006034008,3.0479021707,-54.836720821,-59.09022045,-62.450782157,-54.836720821,-50.73645278,"syn1"
"59260","2019-07-19",2019-07-19 14:53:18,544.83360748,-18.044173781,-15.81567887,3.006034008,3.0479021707,-54.836720821,-59.09022045,-62.450782157,-54.836720821,-50.73645278,"syn1"
"59261","2019-07-19",2019-07-19 14:53:19,544.83360748,-14.288788304,-16.197563421,3.006034008,3.0479021707,-54.836720821,-59.09022045,-62.450782157,-54.836720821,-50.73645278,"syn1"
"59262","2019-07-19",2019-07-19 14:53:20,544.83360748,-14.288788304,-16.197563421,3.1121629492,3.1535693535,-58.525484178,-63.438211754,-62.884716574,-58.525484178,-51.744145213,"syn1"
"59263","2019-07-19",2019-07-19 14:53:21,544.83360748,-14.288788304,-16.197563421,3.1121629492,3.1535693535,-58.525484178,-63.438211754,-62.884716574,-58.525484178,-51.744145213,"syn1"
"59264","2019-07-19",2019-07-19 14:53:22,549.64168193,-14.288788304,-16.197563421,3.1121629492,3.1535693535,-58.525484178,-63.438211754,-62.884716574,-58.525484178,-51.744145213,"syn1"
"59265","2019-07-19",2019-07-19 14:53:22,549.64168193,-16.790277907,-16.26207363,3.1121629492,3.1535693535,-58.525484178,-63.438211754,-62.884716574,-58.525484178,-51.744145213,"syn1"
"59266","2019-07-19",2019-07-19 14:53:23,549.64168193,-16.790277907,-16.26207363,3.1928884601,3.2390820419,-60.120489109,-63.479369108,-63.084995364,-60.120489109,-53.127447252,"syn1"
"59267","2019-07-19",2019-07-19 14:53:25,549.64168193,-16.790277907,-16.26207363,3.1928884601,3.2390820419,-60.120489109,-63.479369108,-63.084995364,-60.120489109,-53.127447252,"syn1"
"59268","2019-07-19",2019-07-19 14:53:25,552.77689398,-16.790277907,-16.26207363,3.1928884601,3.2390820419,-60.120489109,-63.479369108,-63.084995364,-60.120489109,-53.127447252,"syn1"
"59269","2019-07-19",2019-07-19 14:53:26,552.77689398,-13.34620331,-16.071373738,3.1928884601,3.2390820419,-60.120489109,-63.479369108,-63.084995364,-60.120489109,-53.127447252,"syn1"
"59270","2019-07-19",2019-07-19 14:53:27,552.77689398,-13.34620331,-16.071373738,3.2520636299,3.3042593914,-57.291174208,-60.888235359,-63.177511484,-57.291174208,-54.30242662,"syn1"
"59271","2019-07-19",2019-07-19 14:53:28,552.77689398,-13.34620331,-16.071373738,3.2520636299,3.3042593914,-57.291174208,-60.888235359,-63.177511484,-57.291174208,-54.30242662,"syn1"
"59272","2019-07-19",2019-07-19 14:53:29,555.99325954,-13.34620331,-16.071373738,3.2520636299,3.3042593914,-57.291174208,-60.888235359,-63.177511484,-57.291174208,-54.30242662,"syn1"
"59273","2019-07-19",2019-07-19 14:53:29,555.99325954,-14.542255513,-15.840077681,3.2520636299,3.3042593914,-57.291174208,-60.888235359,-63.177511484,-57.291174208,-54.30242662,"syn1"
"59274","2019-07-19",2019-07-19 14:53:30,555.99325954,-14.542255513,-15.840077681,3.297606186,3.3525903009,-58.908567424,-61.799322492,-63.306241496,-58.908567424,-55.547953939,"syn1"
"59275","2019-07-19",2019-07-19 14:53:32,555.99325954,-14.542255513,-15.840077681,3.297606186,3.3525903009,-58.908567424,-61.799322492,-63.306241496,-58.908567424,-55.547953939,"syn1"
"59276","2019-07-19",2019-07-19 14:53:32,557.66531238,-14.542255513,-15.840077681,3.297606186,3.3525903009,-58.908567424,-61.799322492,-63.306241496,-58.908567424,-55.547953939,"syn1"
"59277","2019-07-19",2019-07-19 14:53:33,557.66531238,-14.321651153,-15.590578342,3.297606186,3.3525903009,-58.908567424,-61.799322492,-63.306241496,-58.908567424,-55.547953939,"syn1"
"59278","2019-07-19",2019-07-19 14:53:34,557.66531238,-14.321651153,-15.590578342,3.3384618725,3.3904755205,-60.155961082,-64.060231126,-62.932142094,-60.155961082,-56.542733523,"syn1"
"59279","2019-07-19",2019-07-19 14:53:35,557.66531238,-14.321651153,-15.590578342,3.3384618725,3.3904755205,-60.155961082,-64.060231126,-62.932142094,-60.155961082,-56.542733523,"syn1"
"59280","2019-07-19",2019-07-19 14:53:36,559.11018877,-14.321651153,-15.590578342,3.3384618725,3.3904755205,-60.155961082,-64.060231126,-62.932142094,-60.155961082,-56.542733523,"syn1"
"59281","2019-07-19",2019-07-19 14:53:36,559.11018877,-17.589627957,-15.66037747,3.3384618725,3.3904755205,-60.155961082,-64.060231126,-62.932142094,-60.155961082,-56.542733523,"syn1"
"59282","2019-07-19",2019-07-19 14:53:37,559.11018877,-17.589627957,-15.66037747,3.3397912266,3.4167108685,-57.982866446,-55.735319663,-62.044538174,-57.982866446,-57.5691448,"syn1"
"59283","2019-07-19",2019-07-19 14:53:39,559.11018877,-17.589627957,-15.66037747,3.3397912266,3.4167108685,-57.982866446,-55.735319663,-62.044538174,-57.982866446,-57.5691448,"syn1"
"59284","2019-07-19",2019-07-19 14:53:39,560.1825751,-17.589627957,-15.66037747,3.3397912266,3.4167108685,-57.982866446,-55.735319663,-62.044538174,-57.982866446,-57.5691448,"syn1"
"59285","2019-07-19",2019-07-19 14:53:40,560.1825751,-16.25542044,-15.509645801,3.3397912266,3.4167108685,-57.982866446,-55.735319663,-62.044538174,-57.982866446,-57.5691448,"syn1"
"59286","2019-07-19",2019-07-19 14:53:41,560.1825751,-16.25542044,-15.509645801,3.3821019395,3.4383133641,-56.597698794,-60.528824096,-60.989293999,-56.597698794,-57.452426465,"syn1"
"59287","2019-07-19",2019-07-19 14:53:42,560.1825751,-16.25542044,-15.509645801,3.3821019395,3.4383133641,-56.597698794,-60.528824096,-60.989293999,-56.597698794,-57.452426465,"syn1"
"59288","2019-07-19",2019-07-19 14:53:43,560.60801585,-16.25542044,-15.509645801,3.3821019395,3.4383133641,-56.597698794,-60.528824096,-60.989293999,-56.597698794,-57.452426465,"syn1"
"59289","2019-07-19",2019-07-19 14:53:43,560.60801585,-15.274382673,-15.60586456,3.3821019395,3.4383133641,-56.597698794,-60.528824096,-60.989293999,-56.597698794,-57.452426465,"syn1"
