"","DATE","PosixCT","X12CO2","Delta_Raw_iCO2","Delta_30s_iCO2","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s"
"50109","2019-08-02",2019-08-02 17:13:45,0,0,0,0,0,0,0,0,0,0
"50110","2019-08-02",2019-08-02 17:13:46,0,0,0,0,0,0,0,0,0,0
"50111","2019-08-02",2019-08-02 17:13:47,0,0,0,0,0,0,0,0,0,0
"50112","2019-08-02",2019-08-02 17:13:47,0,0,0,0,0,0,0,0,0,0
"50113","2019-08-02",2019-08-02 17:13:49,0,0,0,0,0,0,0,0,0,0
"50114","2019-08-02",2019-08-02 17:13:50,0,0,0,0,0,0,0,0,0,0
"50115","2019-08-02",2019-08-02 17:13:51,0,0,0,0,0,0,0,0,0,0
"50116","2019-08-02",2019-08-02 17:13:51,0,0,0,0,0,0,0,0,0,0
"50117","2019-08-02",2019-08-02 17:13:53,0,0,0,0,0,0,0,0,0,0
"50118","2019-08-02",2019-08-02 17:13:54,0,0,0,0,0,0,0,0,0,0
"50119","2019-08-02",2019-08-02 17:13:55,0,0,0,0,0,0,0,0,0,0
"50120","2019-08-02",2019-08-02 17:13:55,0,0,0,0,0,0,0,0,0,0
"50121","2019-08-02",2019-08-02 17:13:56,0,0,0,0,0,0,0,0,0,0
"50122","2019-08-02",2019-08-02 17:13:58,0,0,0,0,0,0,0,0,0,0
"50123","2019-08-02",2019-08-02 17:13:58,0,0,0,0,0,0,0,0,0,0
"50124","2019-08-02",2019-08-02 17:13:59,0,0,0,0,0,0,0,0,0,0
"50125","2019-08-02",2019-08-02 17:14:00,0,0,0,0,0,0,0,0,0,0
"50126","2019-08-02",2019-08-02 17:14:02,0,0,0,0,0,0,0,0,0,0
"50127","2019-08-02",2019-08-02 17:14:02,0,0,0,0,0,0,0,0,0,0
"50128","2019-08-02",2019-08-02 17:14:03,0,0,0,0,0,0,0,0,0,0
"50129","2019-08-02",2019-08-02 17:14:04,0,0,0,0,0,0,0,0,0,0
"50130","2019-08-02",2019-08-02 17:14:06,0,0,0,0,0,0,0,0,0,0
"50131","2019-08-02",2019-08-02 17:14:06,0,0,0,0,0,0,0,0,0,0
"50132","2019-08-02",2019-08-02 17:14:07,0,0,0,0,0,0,0,0,0,0
"50133","2019-08-02",2019-08-02 17:14:08,0,0,0,0,0,0,0,0,0,0
"50134","2019-08-02",2019-08-02 17:14:09,0,0,0,0,0,0,0,0,0,0
