"","DATE","PosixCT","X12CO2","Delta_Raw_iCO2","Delta_30s_iCO2","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s","Sample"
"50869","2019-08-02",2019-08-02 17:24:57,540.47351963,-16.582708599,-15.433721207,2.1730295229,2.2223092916,-47.489229515,-50.344313202,-54.022512686,-47.489229515,-48.317085706,"syn1"
"50870","2019-08-02",2019-08-02 17:24:59,540.47351963,-16.582708599,-15.433721207,2.1730295229,2.2223092916,-47.489229515,-50.344313202,-54.022512686,-47.489229515,-48.317085706,"syn1"
"50871","2019-08-02",2019-08-02 17:24:59,559.55416985,-16.582708599,-15.433721207,2.1730295229,2.2223092916,-47.489229515,-50.344313202,-54.022512686,-47.489229515,-48.317085706,"syn1"
"50872","2019-08-02",2019-08-02 17:25:00,559.55416985,-15.702324506,-15.633623447,2.1730295229,2.2223092916,-47.489229515,-50.344313202,-54.022512686,-47.489229515,-48.317085706,"syn1"
"50873","2019-08-02",2019-08-02 17:25:01,559.55416985,-15.702324506,-15.633623447,2.221171499,2.2712361501,-47.504699805,-50.294949875,-54.031835479,-47.504699805,-48.489924968,"syn1"
"50874","2019-08-02",2019-08-02 17:25:02,559.55416985,-15.702324506,-15.633623447,2.221171499,2.2712361501,-47.504699805,-50.294949875,-54.031835479,-47.504699805,-48.489924968,"syn1"
"50875","2019-08-02",2019-08-02 17:25:03,579.08387714,-15.702324506,-15.633623447,2.221171499,2.2712361501,-47.504699805,-50.294949875,-54.031835479,-47.504699805,-48.489924968,"syn1"
"50876","2019-08-02",2019-08-02 17:25:03,579.08387714,-18.802664834,-15.973867013,2.221171499,2.2712361501,-47.504699805,-50.294949875,-54.031835479,-47.504699805,-48.489924968,"syn1"
"50877","2019-08-02",2019-08-02 17:25:04,579.08387714,-18.802664834,-15.973867013,2.2613397663,2.3143500174,-47.796162546,-51.503502035,-53.880733,-47.796162546,-47.78052604,"syn1"
"50878","2019-08-02",2019-08-02 17:25:06,579.08387714,-18.802664834,-15.973867013,2.2613397663,2.3143500174,-47.796162546,-51.503502035,-53.880733,-47.796162546,-47.78052604,"syn1"
"50879","2019-08-02",2019-08-02 17:25:06,595.98474298,-18.802664834,-15.973867013,2.2613397663,2.3143500174,-47.796162546,-51.503502035,-53.880733,-47.796162546,-47.78052604,"syn1"
"50880","2019-08-02",2019-08-02 17:25:07,595.98474298,-15.663089596,-16.018314876,2.2613397663,2.3143500174,-47.796162546,-51.503502035,-53.880733,-47.796162546,-47.78052604,"syn1"
"50881","2019-08-02",2019-08-02 17:25:08,595.98474298,-15.663089596,-16.018314876,2.2865504983,2.3499996637,-48.507355538,-49.738048206,-53.497426002,-48.507355538,-48.254267613,"syn1"
"50882","2019-08-02",2019-08-02 17:25:09,595.98474298,-15.663089596,-16.018314876,2.2865504983,2.3499996637,-48.507355538,-49.738048206,-53.497426002,-48.507355538,-48.254267613,"syn1"
"50883","2019-08-02",2019-08-02 17:25:10,609.5160761,-15.663089596,-16.018314876,2.2865504983,2.3499996637,-48.507355538,-49.738048206,-53.497426002,-48.507355538,-48.254267613,"syn1"
"50884","2019-08-02",2019-08-02 17:25:10,609.5160761,-16.239578712,-16.362355219,2.2865504983,2.3499996637,-48.507355538,-49.738048206,-53.497426002,-48.507355538,-48.254267613,"syn1"
