"Plot Title: EC Logger 2"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636127, SEN S/N: 20636127)","Temp, °C (LGR S/N: 20636127, SEN S/N: 20636127)","Specific Conductance, μS/cm (LGR S/N: 20636127)","Coupler Detached (LGR S/N: 20636127)","Coupler Attached (LGR S/N: 20636127)","Host Connected (LGR S/N: 20636127)","End Of File (LGR S/N: 20636127)"
1,07/15/19 01:45:00 PM,7.0,6.61,11.0,Logged,,,
2,07/15/19 02:00:00 PM,7.0,6.88,10.9,,,,
3,07/15/19 02:15:00 PM,7.0,6.76,10.9,,,,
4,07/15/19 02:30:00 PM,7.0,6.97,10.9,,,,
5,07/15/19 02:45:00 PM,7.0,7.12,10.8,,,,
6,07/15/19 03:00:00 PM,7.0,7.24,10.8,,,,
7,07/15/19 03:15:00 PM,7.0,7.26,10.8,,,,
8,07/15/19 03:30:00 PM,7.0,7.28,10.8,,,,
9,07/15/19 03:45:00 PM,7.0,7.45,10.7,,,,
10,07/15/19 04:00:00 PM,7.0,7.54,10.7,,,,
11,07/15/19 04:15:00 PM,7.0,7.55,10.7,,,,
12,07/15/19 04:30:00 PM,7.0,7.53,10.7,,,,
13,07/15/19 04:45:00 PM,7.0,7.61,10.7,,,,
14,07/15/19 05:00:00 PM,7.0,7.72,10.6,,,,
15,07/15/19 05:15:00 PM,6.6,7.69,10.0,,,,
16,07/15/19 05:30:00 PM,6.6,7.55,10.1,,,,
17,07/15/19 05:45:00 PM,7.0,7.42,10.7,,,,
18,07/15/19 06:00:00 PM,7.8,7.33,12.0,,,,
19,07/15/19 06:15:00 PM,7.0,7.20,10.8,,,,
20,07/15/19 06:30:00 PM,6.7,7.05,10.4,,,,
21,07/15/19 06:45:00 PM,6.7,6.88,10.4,,,,
22,07/15/19 07:00:00 PM,7.0,6.74,10.9,,,,
23,07/15/19 07:15:00 PM,7.4,6.66,11.6,,,,
24,07/15/19 07:30:00 PM,7.8,6.58,12.2,,,,
25,07/15/19 07:45:00 PM,7.4,6.44,11.7,,,,
26,07/15/19 08:00:00 PM,6.7,6.36,10.6,,,,
27,07/15/19 08:15:00 PM,7.4,6.24,11.7,,,,
28,07/15/19 08:30:00 PM,6.7,6.07,10.7,,,,
29,07/15/19 08:45:00 PM,6.7,5.87,10.7,,,,
30,07/15/19 09:00:00 PM,7.4,5.72,11.9,,,,
31,07/15/19 09:15:00 PM,6.7,5.63,10.8,,,,
32,07/15/19 09:30:00 PM,7.4,5.54,12.0,,,,
33,07/15/19 09:45:00 PM,7.4,5.41,12.0,,,,
34,07/15/19 10:00:00 PM,7.4,5.25,12.1,,,,
35,07/15/19 10:15:00 PM,6.7,5.11,11.0,,,,
36,07/15/19 10:30:00 PM,7.4,4.98,12.2,,,,
37,07/15/19 10:45:00 PM,7.4,4.86,12.2,,,,
38,07/15/19 11:00:00 PM,6.7,4.79,11.1,,,,
39,07/15/19 11:15:00 PM,7.4,4.75,12.3,,,,
40,07/15/19 11:30:00 PM,7.4,4.73,12.3,,,,
41,07/15/19 11:45:00 PM,7.4,4.71,12.3,,,,
42,07/16/19 12:00:00 AM,7.4,4.70,12.3,,,,
43,07/16/19 12:15:00 AM,6.7,4.66,11.1,,,,
44,07/16/19 12:30:00 AM,6.7,4.62,11.1,,,,
45,07/16/19 12:45:00 AM,6.7,4.57,11.2,,,,
46,07/16/19 01:00:00 AM,6.7,4.51,11.2,,,,
47,07/16/19 01:15:00 AM,7.4,4.46,12.4,,,,
48,07/16/19 01:30:00 AM,7.4,4.38,12.4,,,,
49,07/16/19 01:45:00 AM,7.4,4.32,12.4,,,,
50,07/16/19 02:00:00 AM,7.4,4.24,12.4,,,,
51,07/16/19 02:15:00 AM,7.1,4.19,12.0,,,,
52,07/16/19 02:30:00 AM,7.4,4.11,12.5,,,,
53,07/16/19 02:45:00 AM,7.1,4.04,12.0,,,,
54,07/16/19 03:00:00 AM,7.4,3.98,12.5,,,,
55,07/16/19 03:15:00 AM,7.4,3.92,12.6,,,,
56,07/16/19 03:30:00 AM,7.4,3.87,12.6,,,,
57,07/16/19 03:45:00 AM,7.4,3.82,12.6,,,,
58,07/16/19 04:00:00 AM,7.4,3.75,12.6,,,,
59,07/16/19 04:15:00 AM,7.4,3.73,12.6,,,,
60,07/16/19 04:30:00 AM,7.4,3.66,12.7,,,,
61,07/16/19 04:45:00 AM,7.4,3.61,12.7,,,,
62,07/16/19 05:00:00 AM,7.4,3.58,12.7,,,,
63,07/16/19 05:15:00 AM,7.4,3.55,12.7,,,,
64,07/16/19 05:30:00 AM,6.7,3.53,11.5,,,,
65,07/16/19 05:45:00 AM,7.4,3.50,12.7,,,,
66,07/16/19 06:00:00 AM,7.4,3.49,12.7,,,,
67,07/16/19 06:15:00 AM,7.4,3.48,12.7,,,,
68,07/16/19 06:30:00 AM,7.4,3.49,12.7,,,,
69,07/16/19 06:45:00 AM,6.7,3.50,11.5,,,,
70,07/16/19 07:00:00 AM,6.7,3.51,11.5,,,,
71,07/16/19 07:15:00 AM,7.1,3.55,12.2,,,,
72,07/16/19 07:30:00 AM,7.4,3.58,12.7,,,,
73,07/16/19 07:45:00 AM,7.4,3.62,12.7,,,,
74,07/16/19 08:00:00 AM,7.4,3.63,12.7,,,,
75,07/16/19 08:15:00 AM,6.7,3.69,11.5,,,,
76,07/16/19 08:30:00 AM,6.7,3.73,11.4,,,,
77,07/16/19 08:45:00 AM,7.4,3.83,12.6,,,,
78,07/16/19 09:00:00 AM,7.4,3.99,12.5,,,,
79,07/16/19 09:15:00 AM,7.4,4.26,12.4,,,,
80,07/16/19 09:30:00 AM,7.4,4.57,12.3,,,,
81,07/16/19 09:45:00 AM,7.1,4.79,11.7,,,,
82,07/16/19 10:00:00 AM,7.4,4.90,12.2,,,,
83,07/16/19 10:15:00 AM,7.4,5.00,12.2,,,,
84,07/16/19 10:30:00 AM,7.1,5.07,11.6,,,,
85,07/16/19 10:45:00 AM,7.4,5.12,12.1,,,,
86,07/16/19 11:00:00 AM,6.7,5.19,11.0,,,,
87,07/16/19 11:15:00 AM,7.0,5.33,11.4,,,,
88,07/16/19 11:30:00 AM,7.0,5.57,11.3,,,,
89,07/16/19 11:45:00 AM,6.7,6.07,10.7,,,,
90,07/16/19 12:00:00 PM,7.0,6.41,11.0,,,,
91,07/16/19 12:15:00 PM,7.0,6.45,11.0,,,,
92,07/16/19 12:30:00 PM,7.0,6.36,11.1,,,,
93,07/16/19 12:45:00 PM,7.0,6.40,11.0,,,,
94,07/16/19 01:00:00 PM,7.4,6.49,11.6,,,,
95,07/16/19 01:15:00 PM,7.4,6.70,11.6,,,,
96,07/16/19 01:30:00 PM,7.4,6.97,11.5,,,,
97,07/16/19 01:31:02 PM,,,,,Logged,,
98,07/16/19 01:31:25 PM,,,,,,Logged,
99,07/16/19 01:33:08 PM,,,,Logged,,,
100,07/16/19 01:45:00 PM,7.4,7.20,11.4,,,,
101,07/16/19 02:00:00 PM,7.0,7.38,10.7,,,,
102,07/16/19 02:15:00 PM,7.0,7.45,10.7,,,,
103,07/16/19 02:30:00 PM,7.0,7.49,10.7,,,,
104,07/16/19 02:45:00 PM,8.2,7.57,12.5,,,,
105,07/16/19 03:00:00 PM,7.0,7.86,10.6,,,,
106,07/16/19 03:15:00 PM,7.0,8.13,10.5,,,,
107,07/16/19 03:30:00 PM,7.0,8.40,10.4,,,,
108,07/16/19 03:45:00 PM,7.0,8.61,10.4,,,,
109,07/16/19 04:00:00 PM,7.0,8.80,10.3,,,,
110,07/16/19 04:15:00 PM,7.4,8.91,10.9,,,,
111,07/16/19 04:30:00 PM,7.0,8.96,10.3,,,,
112,07/16/19 04:45:00 PM,7.0,8.87,10.3,,,,
113,07/16/19 05:00:00 PM,38.2,8.76,56.4,,,,
114,07/16/19 05:15:00 PM,8.1,8.62,12.0,,,,
115,07/16/19 05:30:00 PM,7.0,8.42,10.4,,,,
116,07/16/19 05:45:00 PM,7.0,8.28,10.5,,,,
117,07/16/19 06:00:00 PM,7.4,8.13,11.1,,,,
118,07/16/19 06:15:00 PM,7.4,7.96,11.2,,,,
119,07/16/19 06:30:00 PM,7.4,7.79,11.2,,,,
120,07/16/19 06:45:00 PM,7.0,7.63,10.7,,,,
121,07/16/19 07:00:00 PM,7.4,7.51,11.3,,,,
122,07/16/19 07:15:00 PM,7.4,7.38,11.4,,,,
123,07/16/19 07:30:00 PM,7.4,7.28,11.4,,,,
124,07/16/19 07:45:00 PM,7.4,7.16,11.4,,,,
125,07/16/19 08:00:00 PM,7.4,7.09,11.5,,,,
126,07/16/19 08:15:00 PM,7.4,7.00,11.5,,,,
127,07/16/19 08:30:00 PM,7.4,6.91,11.5,,,,
128,07/16/19 08:45:00 PM,7.4,6.83,11.5,,,,
