Month,Day,Year,Time,Flux,Temperature (C),CO2 Soil (ppm) ,CO2 Soil STD (ppm),CO2 ATM (ppm),CO2 ATM STD (ppm),Mode
7,12,19,11:45:00,0.03,23.5,60.12,1.697,58.67,2.375,0
7,12,19,11:53:40,0,0,0,0,0,0,2
7,12,19,12:00:00,0.08,24.7,54.11,3.543,50.03,2.452,0
7,12,19,12:15:00,0.16,25.2,56.93,2.786,48.98,1.49,0
7,12,19,12:30:00,0.12,25.9,54.02,2.532,48.18,3.6,0
7,12,19,12:45:00,-0.06,26.6,48.06,2.182,50.94,4.372,0
7,12,19,12:56:56,0,0,0,0,0,0,1
7,12,19,12:58:14,0,0,0,0,0,0,1
7,12,19,12:59:32,0,0,0,0,0,0,2
7,12,19,13:00:19,0.03,26.1,54.28,3.765,52.68,2.118,0
7,12,19,13:05:00,0,26,50.22,2.73,50.09,2.803,0
7,12,19,13:10:00,0.03,25.9,50,2.583,48.6,1.44,0
7,12,19,13:15:00,0.1,26.2,50.31,3.251,45.33,3.497,0
7,12,19,13:20:00,0.12,25.7,55.97,2.431,49.86,1.892,0
7,12,19,13:25:00,0.08,25.5,51.88,2.371,48.07,2.891,0
7,12,19,13:30:00,-0.02,25.6,48.71,2.803,49.62,2.202,0
7,12,19,13:35:00,0.09,26.2,47.59,1.654,43,2.917,0
7,12,19,13:40:00,0.12,26.5,51.4,2.325,45.44,2.45,0
7,12,19,13:45:00,0.13,26.9,50.65,2.742,43.84,2.722,0
7,12,19,13:50:00,0.02,27.3,46.7,3.195,45.56,3.057,0
7,12,19,13:55:00,0.08,27.3,54.7,2.782,50.78,0.764,0
7,12,19,14:00:00,0.12,27.6,51.94,1.222,45.71,2.435,0
7,12,19,14:05:00,0.16,27.7,52.98,1.054,45,1.877,0
7,12,19,14:10:00,0.1,27.5,53.12,1.688,48.24,1.533,0
7,12,19,14:15:00,0.11,27.5,51.12,2.49,45.56,2.106,0
7,12,19,14:20:00,0.05,27.6,47.42,1.131,45.1,2.464,0
7,12,19,14:25:00,0.13,27.3,50.5,2.605,44.08,2.583,0
7,12,19,14:30:00,0.09,27.1,51.54,2.021,46.93,3.866,0
7,12,19,14:35:00,0.08,27,50.63,1.06,46.61,1.22,0
7,12,19,14:40:00,0.04,27,45.5,2.279,43.5,3.502,0
7,12,19,14:45:00,0.11,26.9,51.3,2.509,45.91,3.073,0
7,12,19,14:50:00,0.06,26.9,51.69,2.53,48.6,1.909,0
7,12,19,14:55:00,0.17,27,54.17,3.291,45.45,1.245,0
7,12,19,15:00:00,0.05,27,53.72,3.269,51.01,3.064,0
7,12,19,15:05:00,0.06,26.8,53.96,2.043,50.81,2.152,0
7,12,19,15:10:00,0.02,26.6,53.57,2.98,52.63,2.841,0
7,12,19,15:15:00,-0.01,26.3,49.51,3.358,49.8,0.423,0
7,12,19,15:20:00,0.1,26.1,51.13,2.954,46.29,2.317,0
7,12,19,15:25:00,0.03,25.9,47.49,1.786,46.12,2.884,0
7,12,19,15:30:00,0.04,25.9,46.43,2.368,44.37,1.566,0
7,12,19,15:35:00,0.09,25.5,52.48,2.798,48.06,5.21,0
7,12,19,15:40:00,0.05,25.3,48.18,2.46,45.49,2.072,0
7,12,19,15:45:00,0.1,25,49.65,1.52,44.73,2.036,0
7,12,19,15:50:00,0.04,24.9,46.51,2.958,44.57,1.691,0
7,12,19,15:55:00,0.08,24.7,46.76,3.631,42.52,2.625,0
7,12,19,16:00:00,0.03,24.3,46.74,2.874,45.18,2.335,0
7,12,19,16:05:00,0.07,24,43.59,2.926,40.08,2.27,0
7,12,19,16:10:00,0.08,23.6,46.3,2.235,42.03,3.74,0
7,12,19,16:15:00,0.1,23.4,45.29,3.879,40.19,1.925,0
7,12,19,16:20:00,0.17,23.1,45.11,1.517,36.7,2.19,0
7,12,19,16:25:00,0.09,22.8,47.25,2.308,42.73,2.565,0
7,12,19,16:30:00,0.13,22.5,47.33,2.447,40.58,1.724,0
7,12,19,16:37:49,0,0,0,0,0,0,2
